order	season	episode	character_killed	killer	method	method_cat	reason	location	allegiance	importance
5983	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5984	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5985	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5986	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5987	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5988	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5989	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5990	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5991	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5992	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5993	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5994	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5995	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5996	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5997	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5998	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5999	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6000	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6001	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6002	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6003	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6004	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6005	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6006	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6007	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6008	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6009	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6010	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6011	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6012	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6013	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6014	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6015	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6016	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6017	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6018	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6019	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6020	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6021	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6022	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6023	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6024	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6025	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6026	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6027	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6028	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6029	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6030	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6031	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6032	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6033	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6034	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6035	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6036	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6037	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6038	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6039	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6040	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6041	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6042	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6043	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6044	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6045	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6046	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6047	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6048	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6049	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6050	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6051	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6052	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6053	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6054	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6055	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6056	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6057	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6058	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6059	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6060	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6061	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6062	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6063	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6064	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6065	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6066	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6067	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6068	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6069	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6070	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6071	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6072	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6073	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6074	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6075	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6076	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6077	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6078	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6079	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6080	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6081	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6082	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6083	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6084	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6085	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6086	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6087	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6088	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
6089	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
